segment_variable,group,group_n,question_number,question,response,count,pct_of_group
Event relationship,"Never attended, would like to",28,31,Sentiment: WordPress future,Positive,6,21.4
Event relationship,"Never attended, would like to",28,31,Sentiment: WordPress future,Negative,5,17.9
Event relationship,"Never attended, would like to",28,31,Sentiment: WordPress future,Very positive,3,10.7
Event relationship,"Never attended, would like to",28,31,Sentiment: WordPress future,Very negative,2,7.1
Event relationship,"Never attended, would like to",28,59,Sentiment: open source software,Positive,13,46.4
Event relationship,"Never attended, would like to",28,59,Sentiment: open source software,Very positive,12,42.9
Event relationship,"Never attended, would like to",28,59,Sentiment: open source software,Neutral / Unsure,2,7.1
Event relationship,"Never attended, would like to",28,59,Sentiment: open source software,Negative,1,3.6
Event relationship,"Never attended, would like to",28,68,Sentiment: AI in WordPress,Neutral / Unsure,10,35.7
Event relationship,"Never attended, would like to",28,68,Sentiment: AI in WordPress,Very negative,10,35.7
Event relationship,"Never attended, would like to",28,68,Sentiment: AI in WordPress,Negative,4,14.3
